,start_date,end_date,response_type,progress,duration_in_seconds,finished,recorded_date,recipient_Last_Name,recipient_first_Name,recipient_email,external_data_reference,location_Latitude,location_Longitude,distribution_Channel,author_gender,author_orient,author_friendly,author_audience,author_sensitive,author_ethnicity,author_assertive,author_attractive,author_education,men_are,women_are,would_you_reply,further_comments,participant_gender,participant_gender_other,participant_ethnicity,participant_ethnicity_other,participant_age,participant_orientation,participant_orientation_other,participant_grew_up,participant_residence
11,1/25/17 13:42,1/25/17 13:43,IP Address,100,73,True,1/25/17 13:43,XXXXX,XXXXX,XXXXX,XXXXX,41.57789612,-81.19300079,anonymous,female,heterosexual,Friendly,man,Sensitive,White,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,Likely,XXXXX,female,XXXXX,White,XXXXX,37.0,bisexual,XXXXX,"Manlius, NY","Manlius, NY"
12,1/25/17 13:44,1/25/17 13:45,IP Address,100,90,True,1/25/17 13:45,XXXXX,XXXXX,XXXXX,XXXXX,43.1750946,-78.7378006,anonymous,female,heterosexual,Friendly,man,Sensitive,White,Somewhat timid,XXXXX,Somewhat educated,XXXXX,XXXXX,Somewhat likely,No concerns,male,XXXXX,White,XXXXX,32.0,heterosexual,XXXXX,"Buffalo, New York","Buffalo, New York"
13,1/25/17 13:44,1/25/17 13:46,IP Address,100,130,True,1/25/17 13:46,XXXXX,XXXXX,XXXXX,XXXXX,43.50419617,-96.8391037,anonymous,male,heterosexual,Somewhat friendly,woman,Somewhat sensitive,White,Assertive,XXXXX,Somewhat educated,XXXXX,XXXXX,Likely,no,male,XXXXX,White,XXXXX,51.0,heterosexual,XXXXX,Bridgeport,Sioux Falls
14,1/25/17 13:43,1/25/17 13:46,IP Address,100,185,True,1/25/17 13:46,XXXXX,XXXXX,XXXXX,XXXXX,42.26069641,-84.94409943,anonymous,male,heterosexual,Friendly,woman,Insensitive,White,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,Unlikely,No,male,XXXXX,White,XXXXX,33.0,heterosexual,XXXXX,"Chesapeake, va","Bellevue, mi"
15,1/25/17 13:44,1/25/17 13:47,IP Address,100,148,True,1/25/17 13:47,XXXXX,XXXXX,XXXXX,XXXXX,33.97279358,-118.3526993,anonymous,male,heterosexual,Friendly,woman,Insensitive,White,Somewhat assertive,XXXXX,Somewhat educated,XXXXX,XXXXX,"No, very unlikely",It is very interesting survey.,female,XXXXX,Asian,XXXXX,35.0,homosexual,XXXXX,"Fukushima, Japan",California
16,1/25/17 13:45,1/25/17 13:47,IP Address,100,138,True,1/25/17 13:47,XXXXX,XXXXX,XXXXX,XXXXX,33.44830322,-81.69210052,anonymous,female,heterosexual,Somewhat friendly,woman,Somewhat sensitive,White,Very assertive,XXXXX,Very educated,XXXXX,XXXXX,Unlikely,XXXXX,male,XXXXX,White,XXXXX,25.0,heterosexual,XXXXX,"AIKEN,SC",AIKEN
17,1/25/17 13:48,1/25/17 13:49,IP Address,100,63,True,1/25/17 13:49,XXXXX,XXXXX,XXXXX,XXXXX,33.44830322,-81.69210052,anonymous,female,heterosexual,Somewhat unfriendly,woman,Somewhat sensitive,Hispanic / Latino,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,"Yes, very likely",XXXXX,male,XXXXX,White,XXXXX,25.0,heterosexual,XXXXX,"WARRENVILE,SC",WARRENVILE
18,1/25/17 13:46,1/25/17 13:51,IP Address,100,278,True,1/25/17 13:51,XXXXX,XXXXX,XXXXX,XXXXX,35.79150391,-78.78109741,anonymous,male,heterosexual,Friendly,woman,Sensitive,White,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely",Author impresses me as looking to assemble a 'group' of friends rather than just another individual.,male,XXXXX,White,XXXXX,70.0,heterosexual,XXXXX,"Philadelphia, PA","Morrisville, NC"
19,1/25/17 13:55,1/25/17 13:58,IP Address,100,150,True,1/25/17 13:58,XXXXX,XXXXX,XXXXX,XXXXX,33.36729431,-111.9356995,anonymous,female,heterosexual,Friendly,woman,Somewhat sensitive,White,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely",XXXXX,female,XXXXX,White,XXXXX,57.0,heterosexual,XXXXX,"Joliet, IL","Glendale, AZ"
20,1/25/17 13:57,1/25/17 13:59,IP Address,100,118,True,1/25/17 13:59,XXXXX,XXXXX,XXXXX,XXXXX,41.59979248,-70.56310272,anonymous,male,heterosexual,Friendly,woman,Somewhat sensitive,White,Assertive,XXXXX,Of average education,XXXXX,XXXXX,Somewhat likely,XXXXX,female,XXXXX,White,XXXXX,65.0,heterosexual,XXXXX,hyannis ma,hyannis
21,1/25/17 13:57,1/25/17 14:01,IP Address,100,248,True,1/25/17 14:01,XXXXX,XXXXX,XXXXX,XXXXX,41.4631958,-87.69300079,anonymous,female,heterosexual,Very friendly,woman,Somewhat sensitive,White,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,Likely,XXXXX,female,XXXXX,White,XXXXX,44.0,heterosexual,XXXXX,chicago illinois,park forest
22,1/25/17 14:03,1/25/17 14:05,IP Address,100,81,True,1/25/17 14:05,XXXXX,XXXXX,XXXXX,XXXXX,31.18229675,-81.49259949,anonymous,male,heterosexual,Somewhat friendly,woman,Somewhat sensitive,White,Assertive,XXXXX,Of average education,XXXXX,XXXXX,Unlikely,XXXXX,female,XXXXX,White,XXXXX,42.0,heterosexual,XXXXX,"Sikeston, MO","Brunswick, GA"
23,1/25/17 14:05,1/25/17 14:08,IP Address,100,142,True,1/25/17 14:08,XXXXX,XXXXX,XXXXX,XXXXX,47.63439941,-122.3422012,anonymous,male,heterosexual,Friendly,man,Somewhat sensitive,White,Somewhat assertive,XXXXX,Somewhat educated,XXXXX,XXXXX,Unlikely,Thanks,female,XXXXX,White,XXXXX,50.0,heterosexual,XXXXX,"Seattle, WA","Seattle, WA"
24,1/25/17 14:06,1/25/17 14:08,IP Address,100,104,True,1/25/17 14:08,XXXXX,XXXXX,XXXXX,XXXXX,41.93170166,-87.98899841,anonymous,male,heterosexual,Friendly,man,Somewhat sensitive,White,Somewhat timid,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely",XXXXX,female,XXXXX,White,XXXXX,44.0,heterosexual,XXXXX,chicago il,chicago
25,1/25/17 14:08,1/25/17 14:10,IP Address,100,83,True,1/25/17 14:10,XXXXX,XXXXX,XXXXX,XXXXX,37.03829956,-88.71569824,anonymous,female,heterosexual,Friendly,woman,Insensitive,White,Very assertive,XXXXX,Somewhat uneducated,XXXXX,XXXXX,"No, very unlikely",Sounds like someone trying to get personal info from you.,male,XXXXX,White,XXXXX,45.0,heterosexual,XXXXX,"Owensboro, KY","Paducah, KY"
26,1/25/17 14:10,1/25/17 14:11,IP Address,100,65,True,1/25/17 14:11,XXXXX,XXXXX,XXXXX,XXXXX,34.02810669,-117.9328003,anonymous,male,heterosexual,Friendly,woman,Somewhat sensitive,White,Somewhat timid,XXXXX,Somewhat educated,XXXXX,XXXXX,Likely,XXXXX,female,XXXXX,Asian,XXXXX,30.0,heterosexual,XXXXX,"Los Angeles, California","La Puente, California"
27,1/25/17 14:22,1/25/17 14:23,IP Address,100,43,True,1/25/17 14:23,XXXXX,XXXXX,XXXXX,XXXXX,37.75100708,-97.8219986,anonymous,female,homosexual,Somewhat friendly,man,Insensitive,Hispanic / Latino,Somewhat assertive,XXXXX,Very uneducated,XXXXX,XXXXX,Unlikely,XXXXX,female,XXXXX,Black / African-American,XXXXX,21.0,heterosexual,XXXXX,jacksonville florida,jacksonville
28,1/25/17 14:27,1/25/17 14:28,IP Address,100,54,True,1/25/17 14:28,XXXXX,XXXXX,XXXXX,XXXXX,42.0796051,-71.03820038,anonymous,female,heterosexual,Friendly,woman,Somewhat sensitive,White,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,Unlikely,XXXXX,female,XXXXX,Asian,XXXXX,23.0,heterosexual,XXXXX,"Marlboro, NJ","Boston, MA"
29,1/25/17 14:31,1/25/17 14:32,IP Address,100,67,True,1/25/17 14:32,XXXXX,XXXXX,XXXXX,XXXXX,27.83859253,-82.71659851,anonymous,male,heterosexual,Friendly,woman,Sensitive,White,Somewhat assertive,XXXXX,Somewhat educated,XXXXX,XXXXX,Likely,XXXXX,male,XXXXX,White,XXXXX,19.0,heterosexual,XXXXX,"Rochester, NY","Largo, FL"
30,1/25/17 14:31,1/25/17 14:34,IP Address,100,193,True,1/25/17 14:34,XXXXX,XXXXX,XXXXX,XXXXX,40.60240173,-73.76370239,anonymous,male,heterosexual,Very friendly,man,Somewhat sensitive,White,Assertive,XXXXX,Somewhat educated,XXXXX,XXXXX,Likely,great task,male,XXXXX,White,XXXXX,26.0,heterosexual,XXXXX,new york,queens
31,1/25/17 14:33,1/25/17 14:35,IP Address,100,102,True,1/25/17 14:35,XXXXX,XXXXX,XXXXX,XXXXX,33.10710144,-86.90319824,anonymous,male,heterosexual,Very friendly,woman,Very sensitive,White,Very assertive,XXXXX,Very educated,XXXXX,XXXXX,"No, very unlikely",XXXXX,female,XXXXX,White,XXXXX,35.0,heterosexual,XXXXX,"Centreville, Alabama","Centreville, Alabama"
32,1/25/17 14:39,1/25/17 14:41,IP Address,100,121,True,1/25/17 14:41,XXXXX,XXXXX,XXXXX,XXXXX,36.17840576,-86.64459991,anonymous,female,heterosexual,Friendly,man,Sensitive,White,Somewhat assertive,XXXXX,Somewhat educated,XXXXX,XXXXX,Unlikely,XXXXX,female,XXXXX,White,XXXXX,43.0,heterosexual,XXXXX,"romeoville, illinois",chattanooga tn
33,1/25/17 14:39,1/25/17 14:42,IP Address,100,161,True,1/25/17 14:42,XXXXX,XXXXX,XXXXX,XXXXX,43.05279541,-123.2086029,anonymous,male,homosexual,Friendly,man,Sensitive,White,Assertive,XXXXX,Somewhat educated,XXXXX,XXXXX,"No, very unlikely",no,female,XXXXX,White,XXXXX,66.0,heterosexual,XXXXX,"Corvallis, OR","Myrtle Creek, OR"
34,1/25/17 14:43,1/25/17 14:44,IP Address,100,69,True,1/25/17 14:44,XXXXX,XXXXX,XXXXX,XXXXX,38.89329529,-77.01460266,anonymous,male,heterosexual,Friendly,woman,Somewhat sensitive,White,Assertive,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely",XXXXX,male,XXXXX,White,XXXXX,27.0,heterosexual,XXXXX,"Chesapeake Beach, MD",Baltimore
35,1/25/17 14:46,1/25/17 14:47,IP Address,100,101,True,1/25/17 14:47,XXXXX,XXXXX,XXXXX,XXXXX,44.9414978,-93.01059723,anonymous,female,heterosexual,Friendly,man,Somewhat sensitive,White,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,Somewhat likely,XXXXX,female,XXXXX,White,XXXXX,36.0,heterosexual,XXXXX,"Menahga, MN","Saint Paul, MN"
36,1/25/17 14:49,1/25/17 14:52,IP Address,100,217,True,1/25/17 14:52,XXXXX,XXXXX,XXXXX,XXXXX,40.64489746,-73.95829773,anonymous,male,heterosexual,Friendly,woman,Somewhat sensitive,White,Somewhat assertive,XXXXX,Somewhat uneducated,XXXXX,XXXXX,Likely,Nope ,male,XXXXX,White,XXXXX,30.0,heterosexual,XXXXX,NYC/ NY,NYC
37,1/25/17 14:56,1/25/17 14:57,IP Address,100,72,True,1/25/17 14:57,XXXXX,XXXXX,XXXXX,XXXXX,40.87319946,-73.08119965,anonymous,male,heterosexual,Friendly,man,Somewhat sensitive,Hispanic / Latino,Assertive,XXXXX,Of average education,XXXXX,XXXXX,Somewhat likely,no,female,XXXXX,Asian,XXXXX,30.0,heterosexual,XXXXX,new york,new york
38,1/25/17 14:56,1/25/17 14:59,IP Address,100,128,True,1/25/17 14:59,XXXXX,XXXXX,XXXXX,XXXXX,26.10009766,-80.27230072,anonymous,female,heterosexual,Friendly,man,Somewhat sensitive,White,Somewhat timid,XXXXX,Of average education,XXXXX,XXXXX,Somewhat likely,XXXXX,male,XXXXX,White,XXXXX,34.0,heterosexual,XXXXX,"Millville, NJ","Plantation, FL"
39,1/25/17 14:58,1/25/17 14:59,IP Address,100,55,True,1/25/17 14:59,XXXXX,XXXXX,XXXXX,XXXXX,40.87319946,-73.08119965,anonymous,male,heterosexual,Friendly,man,Somewhat sensitive,White,Somewhat assertive,XXXXX,Somewhat educated,XXXXX,XXXXX,Likely,XXXXX,male,XXXXX,Asian,XXXXX,36.0,heterosexual,XXXXX,NY,NYC
40,1/25/17 14:59,1/25/17 15:00,IP Address,100,88,True,1/25/17 15:00,XXXXX,XXXXX,XXXXX,XXXXX,40.67019653,-73.89440155,anonymous,female,heterosexual,Friendly,woman,Somewhat sensitive,White,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,Likely,XXXXX,male,XXXXX,Asian,XXXXX,34.0,heterosexual,XXXXX,FLUSHING NY,FLUSHING
41,1/25/17 15:04,1/25/17 15:06,IP Address,100,138,True,1/25/17 15:06,XXXXX,XXXXX,XXXXX,XXXXX,39.91799927,-75.26920319,anonymous,female,heterosexual,Somewhat friendly,man,Somewhat sensitive,Asian,Somewhat assertive,XXXXX,Very educated,XXXXX,XXXXX,Somewhat likely,XXXXX,male,XXXXX,Black / African-American,XXXXX,27.0,heterosexual,XXXXX,Chesapeake Va,Chesapeske
42,1/25/17 15:05,1/25/17 15:09,IP Address,100,274,True,1/25/17 15:09,XXXXX,XXXXX,XXXXX,XXXXX,33.60510254,-117.6439972,anonymous,male,heterosexual,Friendly,woman,Sensitive,White,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely","I felt like the author could have been any race, really- I can't help but feel I'm a white person going with that ""white default"" there.  I felt much more strongly about the personality characteristics of the author than outer things like that.  ...Except that it's probably a guy.  Just asking to randomly hang out with anyone available strikes me as such a guy thing to do.  And I wouldn't reply not because of anything wrong with the ad, but because I'm shy (and if I did reply, as a cautious person, I wouldn't meet them alone- I'd have to have a friend who was willing to come with me).",female,XXXXX,White,XXXXX,29.0,heterosexual,XXXXX,"Mission Viejo, CA","Mission Viejo, CA"
43,1/25/17 15:32,1/25/17 15:33,IP Address,100,56,True,1/25/17 15:33,XXXXX,XXXXX,XXXXX,XXXXX,27.68510437,-97.40029907,anonymous,female,heterosexual,Friendly,woman,Somewhat sensitive,White,Assertive,XXXXX,Of average education,XXXXX,XXXXX,Unlikely,XXXXX,female,XXXXX,White,XXXXX,29.0,bisexual,XXXXX,"Corpus Christi, TX",Corpus Christi
44,1/25/17 15:44,1/25/17 15:45,IP Address,100,69,True,1/25/17 15:45,XXXXX,XXXXX,XXXXX,XXXXX,33.40010071,-111.9290009,anonymous,male,heterosexual,Somewhat friendly,man,Insensitive,White,Assertive,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely",XXXXX,female,XXXXX,White,XXXXX,26.0,heterosexual,XXXXX,"Phoenix, AZ","Phoenix, AZ"
45,1/25/17 16:01,1/25/17 16:03,IP Address,100,89,True,1/25/17 16:03,XXXXX,XXXXX,XXXXX,XXXXX,38.58990479,-90.34690094,anonymous,female,heterosexual,Friendly,man,Somewhat sensitive,Asian,Assertive,XXXXX,Very educated,XXXXX,XXXXX,Somewhat likely,XXXXX,female,XXXXX,White,XXXXX,40.0,bisexual,XXXXX,"Saint Louis, MO","Saint Louis, MO"
46,1/25/17 16:17,1/25/17 16:18,IP Address,100,62,True,1/25/17 16:18,XXXXX,XXXXX,XXXXX,XXXXX,41.95599365,-87.66069794,anonymous,male,heterosexual,Somewhat friendly,man,Sensitive,White,Somewhat timid,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely",XXXXX,male,XXXXX,"other, please specify",Ukrainian,30.0,heterosexual,XXXXX,"Elmhurst, Illinois","Chicago, Illinois"
47,1/25/17 16:30,1/25/17 16:31,IP Address,100,98,True,1/25/17 16:31,XXXXX,XXXXX,XXXXX,XXXXX,33.7980957,-86.4469986,anonymous,male,heterosexual,Very friendly,woman,Somewhat sensitive,White,Very assertive,XXXXX,Very educated,XXXXX,XXXXX,"Yes, very likely",No,female,XXXXX,White,XXXXX,43.0,heterosexual,XXXXX,"Birmingham, Alabama",Birmingham
48,1/25/17 17:24,1/25/17 17:25,IP Address,100,94,True,1/25/17 17:25,XXXXX,XXXXX,XXXXX,XXXXX,33.74899292,-84.38800049,anonymous,female,heterosexual,Very friendly,woman,Somewhat sensitive,White,Somewhat assertive,XXXXX,Somewhat educated,XXXXX,XXXXX,Unlikely,XXXXX,female,XXXXX,White,XXXXX,XXXXX,bisexual,XXXXX,"Jesup, GA",Brunswick
49,1/25/17 17:49,1/25/17 17:51,IP Address,100,100,True,1/25/17 17:51,XXXXX,XXXXX,XXXXX,XXXXX,43.31489563,-89.80560303,anonymous,male,heterosexual,Friendly,man,Somewhat sensitive,White,Somewhat timid,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely",Seems like a bro looking for a bro to hang out with ,male,XXXXX,White,XXXXX,22.0,heterosexual,XXXXX,XXXXX,XXXXX
50,1/25/17 18:23,1/25/17 18:26,IP Address,100,211,True,1/25/17 18:26,XXXXX,XXXXX,XXXXX,XXXXX,42.20320129,-71.00959778,anonymous,male,heterosexual,Friendly,woman,Somewhat sensitive,White,Somewhat timid,XXXXX,Somewhat educated,XXXXX,XXXXX,Unlikely,XXXXX,male,XXXXX,White,XXXXX,28.0,heterosexual,XXXXX,"Boston, MA","Boston, MA"
51,1/25/17 18:51,1/25/17 18:52,IP Address,100,69,True,1/25/17 18:52,XXXXX,XXXXX,XXXXX,XXXXX,38.8927002,-76.94300079,anonymous,male,heterosexual,Very friendly,woman,Somewhat sensitive,White,Somewhat timid,XXXXX,Of average education,XXXXX,XXXXX,Somewhat likely,XXXXX,female,XXXXX,Black / African-American,XXXXX,25.0,heterosexual,XXXXX,"Rockville, Maryland","Washington, DC"
52,1/25/17 19:56,1/25/17 19:57,IP Address,100,89,True,1/25/17 19:57,XXXXX,XXXXX,XXXXX,XXXXX,40.623703,-75.62169647,anonymous,female,heterosexual,Friendly,man,Somewhat sensitive,White,Somewhat assertive,XXXXX,Somewhat educated,XXXXX,XXXXX,Likely,XXXXX,female,XXXXX,White,XXXXX,39.0,heterosexual,XXXXX,"Philadelphia, PA","Allentown, PA"
53,1/25/17 20:09,1/25/17 20:12,IP Address,100,161,True,1/25/17 20:12,XXXXX,XXXXX,XXXXX,XXXXX,40.70019531,-111.9433975,anonymous,male,heterosexual,Friendly,woman,Sensitive,White,Somewhat assertive,XXXXX,Somewhat educated,XXXXX,XXXXX,Somewhat likely,XXXXX,female,XXXXX,White,XXXXX,72.0,heterosexual,XXXXX,"Heber City, Utah","Cedar City, Utah"
54,1/25/17 20:09,1/25/17 20:12,IP Address,100,148,True,1/25/17 20:12,XXXXX,XXXXX,XXXXX,XXXXX,41.30090332,-72.38760376,anonymous,female,heterosexual,Friendly,man,Insensitive,White,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely",The author is superficial and not very interesting.,female,XXXXX,White,XXXXX,52.0,bisexual,XXXXX,"Westbrook, CT","Clinton, CT"
55,1/25/17 20:21,1/25/17 20:22,IP Address,100,73,True,1/25/17 20:22,XXXXX,XXXXX,XXXXX,XXXXX,40.84719849,-73.89830017,anonymous,male,homosexual,Friendly,man,Sensitive,White,Somewhat assertive,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely",XXXXX,female,XXXXX,"other, please specify",XXXXX,24.0,heterosexual,XXXXX,Atlanta,Atlanta
56,1/25/17 20:33,1/25/17 20:35,IP Address,100,141,True,1/25/17 20:35,XXXXX,XXXXX,XXXXX,XXXXX,40.24020386,-76.13050079,anonymous,male,heterosexual,Somewhat friendly,woman,Somewhat sensitive,White,Somewhat timid,XXXXX,Somewhat uneducated,XXXXX,XXXXX,Unlikely,XXXXX,female,XXXXX,White,XXXXX,31.0,heterosexual,XXXXX,"Philadelphia, PA","reading, PA"
57,1/25/17 20:42,1/25/17 20:44,IP Address,100,136,True,1/25/17 20:44,XXXXX,XXXXX,XXXXX,XXXXX,43.0796051,-89.37580109,anonymous,male,heterosexual,Friendly,man,Somewhat sensitive,Asian,Assertive,XXXXX,Very educated,XXXXX,XXXXX,Unlikely,The author could be writing for a man or a woman with equal likelihood in my opinion but I had to choose one so I chose man ,female,XXXXX,White,XXXXX,25.0,heterosexual,XXXXX,"Kenosha, WI","Madison, WI"
58,1/25/17 20:44,1/25/17 20:46,IP Address,100,129,True,1/25/17 20:46,XXXXX,XXXXX,XXXXX,XXXXX,40.25489807,-74.78749847,anonymous,male,heterosexual,Friendly,man,Somewhat sensitive,White,Somewhat timid,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely",No.,male,XXXXX,White,XXXXX,25.0,heterosexual,XXXXX,"Galloway, New Jersey",Ewing
59,1/25/17 20:56,1/25/17 20:59,IP Address,100,194,True,1/25/17 20:59,XXXXX,XXXXX,XXXXX,XXXXX,8.482192993,124.6471863,anonymous,male,heterosexual,Friendly,woman,Insensitive,White,Assertive,XXXXX,Somewhat uneducated,XXXXX,XXXXX,Unlikely,The author is agreesive,female,XXXXX,"other, please specify",native american,XXXXX,heterosexual,XXXXX,Orange Park Florida,Orange Park
60,1/25/17 21:30,1/25/17 21:33,IP Address,100,175,True,1/25/17 21:33,XXXXX,XXXXX,XXXXX,XXXXX,10.2447052,123.8493958,anonymous,male,homosexual,Very friendly,man,Insensitive,Black / African American,Very assertive,XXXXX,Somewhat uneducated,XXXXX,XXXXX,"No, very unlikely",none,female,XXXXX,Asian,XXXXX,31.0,heterosexual,XXXXX,XXXXX,Ft. Pierce
61,1/25/17 21:33,1/25/17 21:35,IP Address,100,125,True,1/25/17 21:35,XXXXX,XXXXX,XXXXX,XXXXX,33.36149597,-79.27590179,anonymous,female,heterosexual,Friendly,woman,Sensitive,White,Somewhat timid,XXXXX,Somewhat educated,XXXXX,XXXXX,Likely,XXXXX,female,XXXXX,White,XXXXX,37.0,heterosexual,XXXXX,"Germantown, MD",McClellanville
62,1/25/17 22:06,1/25/17 22:08,IP Address,100,85,True,1/25/17 22:08,XXXXX,XXXXX,XXXXX,XXXXX,39.04649353,-94.49620056,anonymous,male,heterosexual,Friendly,woman,Somewhat sensitive,White,Assertive,XXXXX,Of average education,XXXXX,XXXXX,"No, very unlikely",XXXXX,male,XXXXX,Asian,XXXXX,28.0,heterosexual,XXXXX,"Kansas City, Missouri",kansas city
63,1/25/17 22:20,1/25/17 22:24,IP Address,100,200,True,1/25/17 22:24,XXXXX,XXXXX,XXXXX,XXXXX,36.17500305,-115.1371994,anonymous,female,heterosexual,Very friendly,man,Sensitive,White,Somewhat timid,XXXXX,Very educated,XXXXX,XXXXX,Somewhat likely,it seems like it's a young-ish woman looking for friends.,male,XXXXX,White,XXXXX,44.0,bisexual,XXXXX,"Phoenix, AZ",Phoenix
64,1/25/17 22:40,1/25/17 22:42,IP Address,100,106,True,1/25/17 22:42,XXXXX,XXXXX,XXXXX,XXXXX,42.36990356,-71.23529816,anonymous,female,homosexual,Friendly,man,Sensitive,White,Somewhat timid,XXXXX,Of average education,XXXXX,XXXXX,Unlikely,No,male,XXXXX,White,XXXXX,31.0,homosexual,XXXXX,Rochester N.Y.,Rochester N.Y.
